Series Name,Series Code,Country,Country Code,2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016]
Number of poor at $5.50 a day (2011 PPP) (millions),SI.POV.UMIC.NO,Slovak Republic,SVK,0.1,0.2,0.2,..,..
Number of poor at $5.50 a day (2011 PPP) (millions),SI.POV.UMIC.NO,Slovenia,SVN,0,0,0,..,..
Number of poor at $5.50 a day (2011 PPP) (millions),SI.POV.UMIC.NO,Solomon Islands,SLB,..,0.5,..,..,..
Number of poor at $5.50 a day (2011 PPP) (millions),SI.POV.UMIC.NO,South Africa,ZAF,..,..,..,..,..
Number of poor at $5.50 a day (2011 PPP) (millions),SI.POV.UMIC.NO,South Asia,SAS,1424.7,1413.5,..,..,..
Number of poor at $5.50 a day (2011 PPP) (millions),SI.POV.UMIC.NO,South Sudan,SSD,..,..,..,..,..
Number of poor at $5.50 a day (2011 PPP) (millions),SI.POV.UMIC.NO,Spain,ESP,1.4,1.5,1.4,..,..
Number of poor at $5.50 a day (2011 PPP) (millions),SI.POV.UMIC.NO,Sri Lanka,LKA,10.4,..,..,..,..
Number of poor at $5.50 a day (2011 PPP) (millions),SI.POV.UMIC.NO,St. Lucia,LCA,..,..,..,..,..
Number of poor at $5.50 a day (2011 PPP) (millions),SI.POV.UMIC.NO,Sub-Saharan Africa,SSF,794.3,809.1,..,..,..
Number of poor at $5.50 a day (2011 PPP) (millions),SI.POV.UMIC.NO,Sudan,SDN,..,..,..,..,..
Number of poor at $5.50 a day (2011 PPP) (millions),SI.POV.UMIC.NO,Suriname,SUR,..,..,..,..,..
Number of poor at $5.50 a day (2011 PPP) (millions),SI.POV.UMIC.NO,Swaziland,SWZ,..,..,..,..,..
Number of poor at $5.50 a day (2011 PPP) (millions),SI.POV.UMIC.NO,Sweden,SWE,0.1,0.1,0.1,..,..
Number of poor at $5.50 a day (2011 PPP) (millions),SI.POV.UMIC.NO,Switzerland,CHE,0,0,..,..,..
Number of poor at $5.50 a day (2011 PPP) (millions),SI.POV.UMIC.NO,Syrian Arab Republic,SYR,..,..,..,..,..
Number of poor at $5.50 a day (2011 PPP) (millions),SI.POV.UMIC.NO,Tajikistan,TJK,7.3,7.5,7.4,4.6,..
Number of poor at $5.50 a day (2011 PPP) (millions),SI.POV.UMIC.NO,Tanzania,TZA,..,..,..,..,..
Number of poor at $5.50 a day (2011 PPP) (millions),SI.POV.UMIC.NO,Thailand,THA,9.3,7.9,..,..,..
Number of poor at $5.50 a day (2011 PPP) (millions),SI.POV.UMIC.NO,Timor-Leste,TLS,..,..,..,..,..
Number of poor at $5.50 a day (2011 PPP) (millions),SI.POV.UMIC.NO,Togo,TGO,..,..,..,6.7,..
Number of poor at $5.50 a day (2011 PPP) (millions),SI.POV.UMIC.NO,Tonga,TON,..,..,..,..,..
Number of poor at $5.50 a day (2011 PPP) (millions),SI.POV.UMIC.NO,Trinidad and Tobago,TTO,..,..,..,..,..
Number of poor at $5.50 a day (2011 PPP) (millions),SI.POV.UMIC.NO,Tunisia,TUN,..,..,..,..,..
Number of poor at $5.50 a day (2011 PPP) (millions),SI.POV.UMIC.NO,Turkey,TUR,9.7,8.6,8.1,..,..
Number of poor at $5.50 a day (2011 PPP) (millions),SI.POV.UMIC.NO,Turkmenistan,TKM,..,..,..,..,..
Number of poor at $5.50 a day (2011 PPP) (millions),SI.POV.UMIC.NO,Tuvalu,TUV,..,..,..,..,..
Number of poor at $5.50 a day (2011 PPP) (millions),SI.POV.UMIC.NO,Uganda,UGA,31.5,..,..,..,..
Number of poor at $5.50 a day (2011 PPP) (millions),SI.POV.UMIC.NO,Ukraine,UKR,1.9,1.5,1.6,3.5,..
Number of poor at $5.50 a day (2011 PPP) (millions),SI.POV.UMIC.NO,United Kingdom,GBR,0.3,0.3,0.3,..,..
Number of poor at $5.50 a day (2011 PPP) (millions),SI.POV.UMIC.NO,United States,USA,..,6.4,..,..,..
Number of poor at $5.50 a day (2011 PPP) (millions),SI.POV.UMIC.NO,Upper middle income,UMC,847.6,736.8,..,..,..
Number of poor at $5.50 a day (2011 PPP) (millions),SI.POV.UMIC.NO,Uruguay,URY,0.3,0.2,0.2,0.2,..
Number of poor at $5.50 a day (2011 PPP) (millions),SI.POV.UMIC.NO,Uzbekistan,UZB,..,..,..,..,..
Number of poor at $5.50 a day (2011 PPP) (millions),SI.POV.UMIC.NO,Vanuatu,VUT,..,..,..,..,..
Number of poor at $5.50 a day (2011 PPP) (millions),SI.POV.UMIC.NO,"Venezuela, RB",VEN,..,..,..,..,..
Number of poor at $5.50 a day (2011 PPP) (millions),SI.POV.UMIC.NO,Vietnam,VNM,36.8,..,32.9,..,..
Number of poor at $5.50 a day (2011 PPP) (millions),SI.POV.UMIC.NO,West Bank and Gaza,PSE,..,..,..,..,..
Number of poor at $5.50 a day (2011 PPP) (millions),SI.POV.UMIC.NO,World,WLD,3595.1,3478.8,..,..,..
Number of poor at $5.50 a day (2011 PPP) (millions),SI.POV.UMIC.NO,"Yemen, Rep.",YEM,..,..,21.4,..,..
Number of poor at $5.50 a day (2011 PPP) (millions),SI.POV.UMIC.NO,Zambia,ZMB,..,..,..,14,..
Number of poor at $5.50 a day (2011 PPP) (millions),SI.POV.UMIC.NO,Zimbabwe,ZWE,..,..,..,..,..
"Population, total",SP.POP.TOTL,Afghanistan,AFG,30696958,31731688,32758020,33736494,34656032
"Population, total",SP.POP.TOTL,Albania,ALB,2900401,2895092,2889104,2880703,2876101
"Population, total",SP.POP.TOTL,Algeria,DZA,37565847,38338562,39113313,39871528,40606052
"Population, total",SP.POP.TOTL,Angola,AGO,25096150,25998340,26920466,27859305,28813463
"Population, total",SP.POP.TOTL,Argentina,ARG,42096739,42539925,42981515,43417765,43847430
"Population, total",SP.POP.TOTL,Armenia,ARM,2881922,2893509,2906220,2916950,2924816
"Population, total",SP.POP.TOTL,Australia,AUS,22728254,23117353,23460694,23789338,24127159
"Population, total",SP.POP.TOTL,Austria,AUT,8429991,8479375,8541575,8633169,8747358
"Population, total",SP.POP.TOTL,Azerbaijan,AZE,9295784,9416801,9535079,9649341,9762274
"Population, total",SP.POP.TOTL,Bangladesh,BGD,155727053,157571292,159405279,161200886,162951560
"Population, total",SP.POP.TOTL,Belarus,BLR,9464495,9465997,9474511,9489616,9507120
"Population, total",SP.POP.TOTL,Belgium,BEL,11128246,11182817,11209057,11274196,11348159
"Population, total",SP.POP.TOTL,Belize,BLZ,336701,344181,351694,359288,366954
"Population, total",SP.POP.TOTL,Benin,BEN,9729160,10004451,10286712,10575952,10872298
"Population, total",SP.POP.TOTL,Bhutan,BTN,752967,764961,776448,787386,797765
"Population, total",SP.POP.TOTL,Bolivia,BOL,10239004,10400264,10562159,10724705,10887882
"Population, total",SP.POP.TOTL,Bosnia and Herzegovina,BIH,3648200,3604999,3566002,3535961,3516816
"Population, total",SP.POP.TOTL,Botswana,BWA,2089315,2128507,2168573,2209197,2250260
"Population, total",SP.POP.TOTL,Brazil,BRA,200560983,202408632,204213133,205962108,207652865
"Population, total",SP.POP.TOTL,Bulgaria,BGR,7305888,7265115,7223938,7177991,7127822
"Population, total",SP.POP.TOTL,Burkina Faso,BFA,16571216,17072723,17585977,18110624,18646433
"Population, total",SP.POP.TOTL,Burundi,BDI,9319710,9600186,9891790,10199270,10524117
"Population, total",SP.POP.TOTL,Cabo Verde,CPV,513979,520106,526437,532913,539560
"Population, total",SP.POP.TOTL,Cambodia,KHM,14776866,15022692,15270790,15517635,15762370
"Population, total",SP.POP.TOTL,Cameroon,CMR,21082383,21655715,22239904,22834522,23439189
"Population, total",SP.POP.TOTL,Canada,CAN,34750545,35155451,35544564,35848610,36286425
"Population, total",SP.POP.TOTL,Central African Republic,CAF,4490416,4499653,4515392,4546100,4594621
"Population, total",SP.POP.TOTL,Chad,TCD,12705135,13133589,13569438,14009413,14452543
"Population, total",SP.POP.TOTL,Chile,CHL,17309746,17462982,17613798,17762681,17909754
"Population, total",SP.POP.TOTL,China,CHN,1350695000,1357380000,1364270000,1371220000,1378665000
"Population, total",SP.POP.TOTL,Colombia,COL,46881475,47342981,47791911,48228697,48653419
"Population, total",SP.POP.TOTL,Comoros,COM,723868,741500,759385,777424,795601
"Population, total",SP.POP.TOTL,"Congo, Dem. Rep.",COD,68978682,71316033,73722860,76196619,78736153
"Population, total",SP.POP.TOTL,"Congo, Rep.",COG,4633363,4751393,4871101,4995648,5125821
"Population, total",SP.POP.TOTL,Costa Rica,CRI,4654122,4706401,4757575,4807852,4857274
"Population, total",SP.POP.TOTL,Cote d'Ivoire,CIV,21418603,21966312,22531350,23108472,23695919
"Population, total",SP.POP.TOTL,Croatia,HRV,4267558,4255689,4238389,4203604,4170600
"Population, total",SP.POP.TOTL,Cyprus,CYP,1135062,1143896,1152309,1160985,1170125
"Population, total",SP.POP.TOTL,Czech Republic,CZE,10510785,10514272,10525347,10546059,10561633
"Population, total",SP.POP.TOTL,Denmark,DNK,5591572,5614932,5643475,5683483,5731118
"Population, total",SP.POP.TOTL,Djibouti,DJI,881185,896688,912164,927414,942333
"Population, total",SP.POP.TOTL,Dominican Republic,DOM,10154950,10281296,10405844,10528394,10648791
"Population, total",SP.POP.TOTL,East Asia & Pacific,EAS,2235430359,2250552199,2265898057,2281203360,2296786207
"Population, total",SP.POP.TOTL,Ecuador,ECU,15419666,15661547,15903112,16144368,16385068
"Population, total",SP.POP.TOTL,"Egypt, Arab Rep.",EGY,87813257,89807433,91812566,93778172,95688681
"Population, total",SP.POP.TOTL,El Salvador,SLV,6221246,6250777,6281189,6312478,6344722
"Population, total",SP.POP.TOTL,Equatorial Guinea,GNQ,1038593,1083746,1129424,1175389,1221490
"Population, total",SP.POP.TOTL,Eritrea,ERI,..,..,..,..,..
"Population, total",SP.POP.TOTL,Estonia,EST,1322696,1317997,1314545,1315407,1316481
"Population, total",SP.POP.TOTL,Ethiopia,ETH,92444183,94887724,97366774,99873033,102403196
"Population, total",SP.POP.TOTL,Europe & Central Asia,ECS,894666669,898855113,903094668,907424836,911995305
"Population, total",SP.POP.TOTL,Fiji,FJI,873596,879715,885806,892149,898760
"Population, total",SP.POP.TOTL,Finland,FIN,5413971,5438972,5461512,5479531,5495096
"Population, total",SP.POP.TOTL,Fragile and conflict affected situations,FCS,460228236,471253115,482474449,493919601,505635987
"Population, total",SP.POP.TOTL,France,FRA,65659790,65998570,66331957,66624068,66896109
"Population, total",SP.POP.TOTL,Gabon,GAB,1756817,1817271,1875713,1930175,1979786
"Population, total",SP.POP.TOTL,"Gambia, The",GMB,1802125,1859324,1917852,1977590,2038501
"Population, total",SP.POP.TOTL,Georgia,GEO,3825000,3776000,3727000,3717100,3719300
"Population, total",SP.POP.TOTL,Germany,DEU,80425823,80645605,80982500,81686611,82667685
"Population, total",SP.POP.TOTL,Ghana,GHA,25733049,26346251,26962563,27582821,28206728
"Population, total",SP.POP.TOTL,Greece,GRC,11045011,10965211,10892413,10820883,10746740
"Population, total",SP.POP.TOTL,Guatemala,GTM,15271056,15596214,15923559,16252429,16582469
"Population, total",SP.POP.TOTL,Guinea,GIN,11281469,11536615,11805509,12091533,12395924
"Population, total",SP.POP.TOTL,Guinea-Bissau,GNB,1638139,1681495,1725744,1770526,1815698
"Population, total",SP.POP.TOTL,Guyana,GUY,753091,758081,763393,768514,773303
"Population, total",SP.POP.TOTL,Haiti,HTI,10289210,10431776,10572466,10711061,10847334
"Population, total",SP.POP.TOTL,Honduras,HND,8505646,8657785,8809216,8960829,9112867
"Population, total",SP.POP.TOTL,Hungary,HUN,9920362,9893082,9866468,9843028,9817958
"Population, total",SP.POP.TOTL,Iceland,ISL,320716,323764,327386,330815,334252
"Population, total",SP.POP.TOTL,IDA countries classified as fragile situations,DFS,412290102,421728392,431366300,441295375,451581928
"Population, total",SP.POP.TOTL,IDA total,IDA,1438115061,1471223556,1504970314,1539338931,1574345975
"Population, total",SP.POP.TOTL,India,IND,1263065852,1278562207,1293859294,1309053980,1324171354
"Population, total",SP.POP.TOTL,Indonesia,IDN,248883232,252032263,255131116,258162113,261115456
"Population, total",SP.POP.TOTL,"Iran, Islamic Rep.",IRN,76453574,77435384,78411092,79360487,80277428
"Population, total",SP.POP.TOTL,Iraq,IRQ,32776571,33883145,35006080,36115649,37202572
"Population, total",SP.POP.TOTL,Ireland,IRL,4586897,4598294,4617225,4676835,4773095
"Population, total",SP.POP.TOTL,Israel,ISR,7910500,8059500,8215700,8380100,8547100
"Population, total",SP.POP.TOTL,Italy,ITA,59539717,60233948,60789140,60730582,60600590
"Population, total",SP.POP.TOTL,Jamaica,JAM,2840992,2851807,2862087,2871934,2881355
"Population, total",SP.POP.TOTL,Japan,JPN,127629000,127445000,127276000,127141000,126994511
"Population, total",SP.POP.TOTL,Jordan,JOR,7992573,8413464,8809306,9159302,9455802
"Population, total",SP.POP.TOTL,Kazakhstan,KAZ,16791425,17035275,17289224,17544126,17797032
"Population, total",SP.POP.TOTL,Kenya,KEN,43646629,44826849,46024250,47236259,48461567
"Population, total",SP.POP.TOTL,Kiribati,KIR,106613,108535,110458,112407,114395
"Population, total",SP.POP.TOTL,"Korea, Rep.",KOR,50199853,50428893,50746659,51014947,51245707
"Population, total",SP.POP.TOTL,Kosovo,XKX,1805200,1824100,1821800,1801800,1816200
"Population, total",SP.POP.TOTL,Kyrgyz Republic,KGZ,5607200,5719600,5835500,5956900,6082700
"Population, total",SP.POP.TOTL,Lao PDR,LAO,6415169,6494557,6576397,6663967,6758353
"Population, total",SP.POP.TOTL,Latin America & Caribbean,LCN,610545003,617492351,624331830,631058524,637664490
"Population, total",SP.POP.TOTL,Latvia,LVA,2034319,2012647,1993782,1977527,1960424
"Population, total",SP.POP.TOTL,Lebanon,LBN,4916404,5276102,5603279,5851479,6006668
"Population, total",SP.POP.TOTL,Lesotho,LSO,2089928,2117361,2145785,2174645,2203821
"Population, total",SP.POP.TOTL,Liberia,LBR,4181563,4286291,4390737,4499621,4613823
"Population, total",SP.POP.TOTL,Lithuania,LTU,2987773,2957689,2932367,2904910,2872298
"Population, total",SP.POP.TOTL,Low & middle income,LMY,5935500538.07723,6014016343.61008,6093019654.73916,6172290591.68203,6252106157
"Population, total",SP.POP.TOTL,Low income,LIC,591576162,607987351,624759914,641858608,659272676
"Population, total",SP.POP.TOTL,Lower middle income,LMC,2841934571,2884574006,2927194316,2970020158,3012923806
"Population, total",SP.POP.TOTL,Luxembourg,LUX,530946,543360,556319,569604,582972
"Population, total",SP.POP.TOTL,"Macedonia, FYR",MKD,2074036,2075739,2077495,2079308,2081206
"Population, total",SP.POP.TOTL,Madagascar,MDG,22346573,22961146,23589801,24234088,24894551
"Population, total",SP.POP.TOTL,Malawi,MWI,16097305,16577147,17068838,17573607,18091575
"Population, total",SP.POP.TOTL,Malaysia,MYS,29170456,29706724,30228017,30723155,31187265
"Population, total",SP.POP.TOTL,Maldives,MDV,385000,393000,401000,409163,417492
"Population, total",SP.POP.TOTL,Mali,MLI,16006670,16477818,16962846,17467905,17994837
"Population, total",SP.POP.TOTL,Malta,MLT,419455,423374,427364,431874,436947
"Population, total",SP.POP.TOTL,Mauritania,MRT,3830239,3946170,4063920,4182341,4301018
"Population, total",SP.POP.TOTL,Mauritius,MUS,1255882,1258653,1260934,1262605,1263473
"Population, total",SP.POP.TOTL,Mexico,MEX,120828307,122535969,124221600,125890949,127540423
"Population, total",SP.POP.TOTL,"Micronesia, Fed. Sts.",FSM,103503,103702,104015,104433,104937
"Population, total",SP.POP.TOTL,Middle East & North Africa,MEA,404782447,412950407,421022841,428961724,436720722
"Population, total",SP.POP.TOTL,Middle income,MIC,5343924376.07723,5406028992.61008,5468259740.73916,5530431983.68203,5592833481
"Population, total",SP.POP.TOTL,Moldova,MDA,3559519,3558566,3556397,3554108,3552000
"Population, total",SP.POP.TOTL,Mongolia,MNG,2814226,2869107,2923896,2976877,3027398
"Population, total",SP.POP.TOTL,Montenegro,MNE,620601,621207,621810,622159,622781
"Population, total",SP.POP.TOTL,Morocco,MAR,33333789,33824769,34318082,34803322,35276786
"Population, total",SP.POP.TOTL,Mozambique,MOZ,25676606,26434372,27212382,28010691,28829476
"Population, total",SP.POP.TOTL,Myanmar,MMR,50986514,51448196,51924182,52403669,52885223
"Population, total",SP.POP.TOTL,Namibia,NAM,2263934,2316520,2370992,2425561,2479713
"Population, total",SP.POP.TOTL,Nepal,NPL,27649925,27985310,28323241,28656282,28982771
"Population, total",SP.POP.TOTL,Netherlands,NLD,16754962,16804432,16865008,16939923,17018408
"Population, total",SP.POP.TOTL,Nicaragua,NIC,5877108,5945747,6013997,6082035,6149928
"Population, total",SP.POP.TOTL,Niger,NER,17731634,18426372,19148219,19896965,20672987
"Population, total",SP.POP.TOTL,Nigeria,NGA,167297284,171829303,176460502,181181744,185989640
"Population, total",SP.POP.TOTL,Norway,NOR,5018573,5079623,5137232,5188607,5232929
"Population, total",SP.POP.TOTL,Pakistan,PAK,177911533,181712595,185546257,189380513,193203476
"Population, total",SP.POP.TOTL,Palau,PLW,20758,20920,21094,21288,21503
"Population, total",SP.POP.TOTL,Panama,PAN,3772938,3838462,3903986,3969249,4034119
"Population, total",SP.POP.TOTL,Papua New Guinea,PNG,7430836,7592865,7755785,7919825,8084991
"Population, total",SP.POP.TOTL,Paraguay,PRY,6379219,6465740,6552584,6639119,6725308
"Population, total",SP.POP.TOTL,Peru,PER,30158966,30565716,30973354,31376671,31773839
"Population, total",SP.POP.TOTL,Philippines,PHL,96866642,98481032,100102249,101716359,103320222
"Population, total",SP.POP.TOTL,Poland,POL,38063164,38040196,38011735,37986412,37948016
"Population, total",SP.POP.TOTL,Portugal,PRT,10514844,10457295,10401062,10358076,10324611
"Population, total",SP.POP.TOTL,Romania,ROU,20058035,19983693,19908979,19815481,19705301
"Population, total",SP.POP.TOTL,Russian Federation,RUS,143201676,143506911,143819666,144096870,144342396
"Population, total",SP.POP.TOTL,Rwanda,RWA,10788853,11065151,11345357,11629553,11917508
"Population, total",SP.POP.TOTL,Samoa,WSM,189194,190757,192290,193759,195125
"Population, total",SP.POP.TOTL,Sao Tome and Principe,STP,182889,187045,191266,195553,199910
"Population, total",SP.POP.TOTL,Senegal,SEN,13703513,14120320,14546111,14976994,15411614
"Population, total",SP.POP.TOTL,Serbia,SRB,7199077,7164132,7130576,7095383,7057412
"Population, total",SP.POP.TOTL,Seychelles,SYC,88303,89949,91359,93419,94677
"Population, total",SP.POP.TOTL,Sierra Leone,SLE,6766103,6922079,7079162,7237025,7396190
"Population, total",SP.POP.TOTL,Slovak Republic,SVK,5407579,5413393,5418649,5423801,5428704
"Population, total",SP.POP.TOTL,Slovenia,SVN,2057159,2059953,2061980,2063531,2064845
"Population, total",SP.POP.TOTL,Solomon Islands,SLB,551531,563513,575504,587482,599419
"Population, total",SP.POP.TOTL,South Africa,ZAF,52506515.0772335,53311955.6100823,54146734.739162,55011976.6820294,55908865
"Population, total",SP.POP.TOTL,South Asia,SAS,1676614288,1699306053,1721840539,1744190704,1766383450
"Population, total",SP.POP.TOTL,South Sudan,SSD,10818258,11177490,11530971,11882136,12230730
"Population, total",SP.POP.TOTL,Spain,ESP,46773055,46620045,46480882,46447697,46443959
"Population, total",SP.POP.TOTL,Sri Lanka,LKA,20425000,20585000,20771000,20966000,21203000
"Population, total",SP.POP.TOTL,St. Lucia,LCA,174835,175660,176421,177206,178015
"Population, total",SP.POP.TOTL,Sub-Saharan Africa,SSF,926548177.077234,952278631.610082,978625081.739162,1005570800.68203,1033106135
"Population, total",SP.POP.TOTL,Sudan,SDN,35990192,36849918,37737913,38647803,39578828
"Population, total",SP.POP.TOTL,Suriname,SUR,537077,542540,547928,553208,558368
"Population, total",SP.POP.TOTL,Swaziland,SWZ,1248158,1271456,1295097,1319011,1343098
"Population, total",SP.POP.TOTL,Sweden,SWE,9519374,9600379,9696110,9799186,9903122
"Population, total",SP.POP.TOTL,Switzerland,CHE,7996861,8089346,8188649,8282396,8372098
"Population, total",SP.POP.TOTL,Syrian Arab Republic,SYR,20420701,19809141,19203090,18734987,18430453
"Population, total",SP.POP.TOTL,Tajikistan,TJK,7995062,8177809,8362745,8548651,8734951
"Population, total",SP.POP.TOTL,Tanzania,TZA,49082997,50636595,52234869,53879957,55572201
"Population, total",SP.POP.TOTL,Thailand,THA,67843979,68143065,68416772,68657600,68863514
"Population, total",SP.POP.TOTL,Timor-Leste,TLS,1156760,1184366,1212814,1240977,1268671
"Population, total",SP.POP.TOTL,Togo,TGO,6859482,7042948,7228915,7416802,7606374
"Population, total",SP.POP.TOTL,Tonga,TON,104951,105328,105782,106364,107122
"Population, total",SP.POP.TOTL,Trinidad and Tobago,TTO,1341588,1348248,1354493,1360092,1364962
"Population, total",SP.POP.TOTL,Tunisia,TUN,10886668,11014558,11143908,11273661,11403248
"Population, total",SP.POP.TOTL,Turkey,TUR,74569867,75787333,77030628,78271472,79512426
"Population, total",SP.POP.TOTL,Turkmenistan,TKM,5267839,5366277,5466241,5565284,5662544
"Population, total",SP.POP.TOTL,Tuvalu,TUV,10725,10819,10908,11001,11097
"Population, total",SP.POP.TOTL,Uganda,UGA,36306796,37553726,38833338,40144870,41487965
"Population, total",SP.POP.TOTL,Ukraine,UKR,45593300,45489600,45271947,45154029,45004645
"Population, total",SP.POP.TOTL,United Kingdom,GBR,63700300,64128226,64613160,65128861,65637239
"Population, total",SP.POP.TOTL,United States,USA,313998379,316204908,318563456,320896618,323127513
"Population, total",SP.POP.TOTL,Upper middle income,UMC,2501989805.07723,2521454986.61008,2541065424.73916,2560411825.68203,2579909675
"Population, total",SP.POP.TOTL,Uruguay,URY,3396777,3408005,3419546,3431552,3444006
"Population, total",SP.POP.TOTL,Uzbekistan,UZB,29774500,30243200,30757700,31298900,31848200
"Population, total",SP.POP.TOTL,Vanuatu,VUT,247485,253142,258850,264603,270402
"Population, total",SP.POP.TOTL,"Venezuela, RB",VEN,29893080,30317848,30738378,31155134,31568179
"Population, total",SP.POP.TOTL,Vietnam,VNM,88809200,89759500,90728900,91713300,92701100
"Population, total",SP.POP.TOTL,West Bank and Gaza,PSE,4046901,4169506,4294682,4422143,4551566
"Population, total",SP.POP.TOTL,World,WLD,7097400665.07723,7182860114.61008,7268986175.73916,7355220411.68203,7442135578
"Population, total",SP.POP.TOTL,"Yemen, Rep.",YEM,24909969,25576322,26246327,26916207,27584213
"Population, total",SP.POP.TOTL,Zambia,ZMB,14699937,15153210,15620974,16100587,16591390
"Population, total",SP.POP.TOTL,Zimbabwe,ZWE,14710826,15054506,15411675,15777451,16150362
Poverty gap at $1.90 a day (2011 PPP) (%),SI.POV.GAPS,Afghanistan,AFG,..,..,..,..,..
Poverty gap at $1.90 a day (2011 PPP) (%),SI.POV.GAPS,Albania,ALB,0.2,..,..,..,..
Poverty gap at $1.90 a day (2011 PPP) (%),SI.POV.GAPS,Algeria,DZA,..,..,..,..,..
Poverty gap at $1.90 a day (2011 PPP) (%),SI.POV.GAPS,Angola,AGO,..,..,..,..,..
Poverty gap at $1.90 a day (2011 PPP) (%),SI.POV.GAPS,Argentina,ARG,0.8,0.9,1,..,..
Poverty gap at $1.90 a day (2011 PPP) (%),SI.POV.GAPS,Armenia,ARM,0.3,0.6,0.4,0.3,..
Poverty gap at $1.90 a day (2011 PPP) (%),SI.POV.GAPS,Australia,AUS,..,..,..,..,..
Poverty gap at $1.90 a day (2011 PPP) (%),SI.POV.GAPS,Austria,AUT,0.2,0.2,0.1,..,..
Poverty gap at $1.90 a day (2011 PPP) (%),SI.POV.GAPS,Azerbaijan,AZE,..,..,..,..,..
Poverty gap at $1.90 a day (2011 PPP) (%),SI.POV.GAPS,Bangladesh,BGD,..,..,..,..,..
Poverty gap at $1.90 a day (2011 PPP) (%),SI.POV.GAPS,Belarus,BLR,0,0,0,0,..
Poverty gap at $1.90 a day (2011 PPP) (%),SI.POV.GAPS,Belgium,BEL,0.1,0.1,0,..,..
Poverty gap at $1.90 a day (2011 PPP) (%),SI.POV.GAPS,Belize,BLZ,..,..,..,..,..
Poverty gap at $1.90 a day (2011 PPP) (%),SI.POV.GAPS,Benin,BEN,..,..,..,22.4,..
Poverty gap at $1.90 a day (2011 PPP) (%),SI.POV.GAPS,Bhutan,BTN,0.4,..,..,..,..
Poverty gap at $1.90 a day (2011 PPP) (%),SI.POV.GAPS,Bolivia,BOL,4.8,3.8,3.2,3.4,..
Poverty gap at $1.90 a day (2011 PPP) (%),SI.POV.GAPS,Bosnia and Herzegovina,BIH,..,..,..,..,..
Poverty gap at $1.90 a day (2011 PPP) (%),SI.POV.GAPS,Botswana,BWA,..,..,..,..,..
Poverty gap at $1.90 a day (2011 PPP) (%),SI.POV.GAPS,Brazil,BRA,2.5,2.8,1.7,2,..
Poverty gap at $1.90 a day (2011 PPP) (%),SI.POV.GAPS,Bulgaria,BGR,0.8,0.7,0.5,..,..
Poverty gap at $1.90 a day (2011 PPP) (%),SI.POV.GAPS,Burkina Faso,BFA,..,..,11.1,..,..
Poverty gap at $1.90 a day (2011 PPP) (%),SI.POV.GAPS,Burundi,BDI,..,32.4,..,..,..
Poverty gap at $1.90 a day (2011 PPP) (%),SI.POV.GAPS,Cabo Verde,CPV,..,..,..,..,..
Poverty gap at $1.90 a day (2011 PPP) (%),SI.POV.GAPS,Cambodia,KHM,..,..,..,..,..
Poverty gap at $1.90 a day (2011 PPP) (%),SI.POV.GAPS,Cameroon,CMR,..,..,7.7,..,..
Poverty gap at $1.90 a day (2011 PPP) (%),SI.POV.GAPS,Canada,CAN,..,0.2,..,..,..
Poverty gap at $1.90 a day (2011 PPP) (%),SI.POV.GAPS,Central African Republic,CAF,..,..,..,..,..
Poverty gap at $1.90 a day (2011 PPP) (%),SI.POV.GAPS,Chad,TCD,..,..,..,..,..
Poverty gap at $1.90 a day (2011 PPP) (%),SI.POV.GAPS,Chile,CHL,..,0.5,..,0.8,..
Poverty gap at $1.90 a day (2011 PPP) (%),SI.POV.GAPS,China,CHN,1.4,0.3,..,..,..
Poverty gap at $1.90 a day (2011 PPP) (%),SI.POV.GAPS,Colombia,COL,2.9,2.5,2.3,2.2,..
Poverty gap at $1.90 a day (2011 PPP) (%),SI.POV.GAPS,Comoros,COM,..,6.3,..,..,..
Poverty gap at $1.90 a day (2011 PPP) (%),SI.POV.GAPS,"Congo, Dem. Rep.",COD,39.2,..,..,..,..
Poverty gap at $1.90 a day (2011 PPP) (%),SI.POV.GAPS,"Congo, Rep.",COG,..,..,..,..,..
Poverty gap at $1.90 a day (2011 PPP) (%),SI.POV.GAPS,Costa Rica,CRI,0.7,0.6,0.7,0.6,..
Poverty gap at $1.90 a day (2011 PPP) (%),SI.POV.GAPS,Cote d'Ivoire,CIV,..,..,..,9,..
Poverty gap at $1.90 a day (2011 PPP) (%),SI.POV.GAPS,Croatia,HRV,0.5,0.5,0.6,..,..
Poverty gap at $1.90 a day (2011 PPP) (%),SI.POV.GAPS,Cyprus,CYP,0,0,0,..,..
Poverty gap at $1.90 a day (2011 PPP) (%),SI.POV.GAPS,Czech Republic,CZE,0,0,0,..,..
Poverty gap at $1.90 a day (2011 PPP) (%),SI.POV.GAPS,Denmark,DNK,0,0.2,0.2,..,..
Poverty gap at $1.90 a day (2011 PPP) (%),SI.POV.GAPS,Djibouti,DJI,7.8,7.5,..,..,..
Poverty gap at $1.90 a day (2011 PPP) (%),SI.POV.GAPS,Dominican Republic,DOM,0.7,0.6,0.6,0.5,..
Poverty gap at $1.90 a day (2011 PPP) (%),SI.POV.GAPS,East Asia & Pacific,EAS,1.5,0.7,..,..,..
Poverty gap at $1.90 a day (2011 PPP) (%),SI.POV.GAPS,Ecuador,ECU,2.5,1.7,1.4,2.2,..
